candidate_id,semantic_score,behavior_score,logistics_score,signal_score
CAND_0023043,30.0,37.48,97.0,52.36
CAND_0023044,10.0,46.86,99.0,59.89
CAND_0023045,10.0,41.35,95.0,54.76
CAND_0023046,56.0,70.21,93.0,75.91
CAND_0023047,26.0,45.58,77.0,53.44
CAND_0023048,0.0,40.55,100.0,55.41
CAND_0023049,38.0,50.8,92.0,61.1
CAND_0023050,10.0,72.02,96.0,78.02
CAND_0023051,30.0,39.54,100.0,54.66
CAND_0023052,0.0,47.0,100.0,60.25
CAND_0023053,10.0,38.96,86.0,50.72
CAND_0023054,10.0,52.67,82.0,60.0
CAND_0023055,0.0,49.13,89.0,59.1
CAND_0023056,100.0,67.54,82.0,71.16
CAND_0023057,10.0,69.78,86.0,73.84
CAND_0023058,46.0,65.12,88.0,70.84
CAND_0023059,10.0,48.25,89.0,58.44
CAND_0023060,60.0,57.51,99.0,67.88
CAND_0023061,0.0,43.05,97.0,56.54
CAND_0023062,10.0,75.75,94.0,80.31
CAND_0023063,0.0,45.91,95.0,58.18
CAND_0023064,30.0,56.72,75.0,61.29
CAND_0023065,46.0,72.79,94.0,78.09
CAND_0023066,22.0,43.36,87.0,54.27
CAND_0023067,38.0,44.07,96.0,57.05
CAND_0023068,10.0,42.33,93.0,55.0
CAND_0023069,10.0,72.2,100.0,79.15
CAND_0023070,30.0,71.79,82.0,74.34
CAND_0023071,26.0,43.38,96.0,56.54
CAND_0023072,0.0,47.41,100.0,60.56
CAND_0023073,18.0,37.17,77.0,47.13
CAND_0023074,98.0,32.87,100.0,49.65
CAND_0023075,10.0,39.65,100.0,54.74
CAND_0023076,98.0,50.93,83.0,58.95
CAND_0023077,38.0,50.85,79.0,57.89
CAND_0023078,30.0,68.58,99.0,76.19
CAND_0023079,30.0,73.05,87.0,76.54
CAND_0023080,10.0,48.03,97.0,60.27
CAND_0023081,30.0,35.75,99.0,51.56
CAND_0023082,26.0,39.53,100.0,54.65
CAND_0023083,10.0,48.49,98.0,60.87
CAND_0023084,56.0,45.91,93.0,57.68
CAND_0023085,46.0,44.87,89.0,55.9
CAND_0023086,10.0,44.5,80.0,53.38
CAND_0023087,30.0,40.74,100.0,55.55
CAND_0023088,72.0,54.46,95.0,64.59
CAND_0023089,26.0,42.09,94.0,55.07
CAND_0023090,30.0,39.72,95.0,53.54
CAND_0023091,56.0,55.71,82.0,62.28
CAND_0023092,98.0,54.78,82.0,61.59
CAND_0023093,98.0,55.11,100.0,66.33
CAND_0023094,10.0,76.93,100.0,82.7
CAND_0023095,10.0,25.68,86.0,40.76
CAND_0023096,26.0,59.82,82.0,65.37
CAND_0023097,42.0,71.59,97.0,77.94
CAND_0023098,30.0,85.56,81.0,84.42
CAND_0023099,22.0,38.66,100.0,53.99
CAND_0023100,22.0,44.77,85.0,54.83
CAND_0023101,10.0,47.12,96.0,59.34
CAND_0023102,10.0,56.02,78.0,61.52
CAND_0023103,34.0,43.78,100.0,57.84
CAND_0023104,30.0,46.88,86.0,56.66
CAND_0023105,22.0,39.61,98.0,54.21
CAND_0023106,30.0,84.57,87.0,85.18
CAND_0023107,46.0,53.4,100.0,65.05
CAND_0023108,78.0,70.67,93.0,76.25
CAND_0023109,0.0,46.44,77.0,54.08
CAND_0023110,98.0,40.54,96.0,54.41
CAND_0023111,10.0,44.89,93.0,56.92
CAND_0023112,26.0,65.2,97.0,73.15
CAND_0023113,46.0,55.17,91.0,64.13
CAND_0023114,10.0,40.61,98.0,54.96
CAND_0023115,26.0,46.64,100.0,59.98
CAND_0023116,0.0,45.36,82.0,54.52
CAND_0023117,46.0,40.07,81.0,50.3
CAND_0023118,30.0,37.16,100.0,52.87
CAND_0023119,0.0,66.78,100.0,75.09
CAND_0023120,26.0,33.01,100.0,49.76
CAND_0023121,30.0,68.41,81.0,71.56
CAND_0023122,10.0,47.75,84.0,56.81
CAND_0023123,10.0,45.67,94.0,57.75
CAND_0023124,22.0,30.13,89.0,44.85
CAND_0023125,30.0,63.63,100.0,72.72
CAND_0023126,42.0,36.22,100.0,52.16
CAND_0023127,46.0,46.54,93.0,58.16
CAND_0023128,38.0,71.46,79.0,73.34
CAND_0023129,0.0,49.68,95.0,61.01
CAND_0023130,30.0,56.43,100.0,67.32
CAND_0023131,38.0,76.82,78.0,77.11
CAND_0023132,38.0,49.97,91.0,60.23
CAND_0023133,24.0,42.82,79.0,51.87
CAND_0023134,30.0,78.84,100.0,84.13
CAND_0023135,0.0,73.62,97.0,79.47
CAND_0023136,10.0,49.16,94.0,60.37
CAND_0023137,30.0,64.45,86.0,69.84
CAND_0023138,30.0,61.17,81.0,66.13
CAND_0023139,14.0,33.82,81.0,45.62
CAND_0023140,26.0,75.09,92.0,79.32
CAND_0023141,22.0,33.81,91.0,48.11
CAND_0023142,22.0,29.92,89.0,44.69
CAND_0023143,10.0,87.49,100.0,90.62
CAND_0023144,72.0,68.47,93.0,74.6
CAND_0023145,26.0,46.61,95.0,58.71
CAND_0023146,10.0,76.62,84.0,78.47
CAND_0023147,10.0,33.05,93.0,48.04
CAND_0023148,36.0,64.65,86.0,69.99
CAND_0023149,42.0,53.68,96.0,64.26
CAND_0023150,46.0,80.8,93.0,83.85
CAND_0023151,22.0,67.58,100.0,75.69
CAND_0023152,56.0,57.58,95.0,66.94
CAND_0023153,42.0,41.62,93.0,54.46
CAND_0023154,10.0,45.08,77.0,53.06
CAND_0023155,10.0,59.89,100.0,69.92
CAND_0023156,14.0,41.64,96.0,55.23
CAND_0023157,0.0,38.52,93.0,52.14
CAND_0023158,10.0,48.97,86.0,58.23
CAND_0023159,0.0,55.49,90.0,64.12
CAND_0023160,10.0,42.69,91.0,54.77
CAND_0023161,30.0,56.34,97.0,66.5
CAND_0023162,10.0,48.67,98.0,61.0
CAND_0023163,18.0,82.29,85.0,82.97
CAND_0023164,0.0,64.87,91.0,71.4
CAND_0023165,10.0,58.46,99.0,68.59
CAND_0023166,26.0,51.37,90.0,61.03
CAND_0023167,26.0,30.17,98.0,47.13
CAND_0023168,22.0,41.63,97.0,55.47
CAND_0023169,0.0,48.53,98.0,60.9
CAND_0023170,10.0,65.83,90.0,71.87
CAND_0023171,30.0,49.44,99.0,61.83
CAND_0023172,30.0,51.7,93.0,62.03
CAND_0023173,10.0,44.48,91.0,56.11
CAND_0023174,72.0,75.39,97.0,80.79
CAND_0023175,30.0,51.94,96.0,62.95
CAND_0023176,0.0,43.39,100.0,57.54
CAND_0023177,22.0,45.44,97.0,58.33
CAND_0023178,22.0,38.89,90.0,51.67
CAND_0023179,84.0,58.88,100.0,69.16
CAND_0023180,10.0,39.64,92.0,52.73
CAND_0023181,22.0,67.05,96.0,74.29
CAND_0023182,98.0,42.38,95.0,55.54
CAND_0023183,30.0,29.0,100.0,46.75
CAND_0023184,72.0,80.15,100.0,85.11
CAND_0023185,26.0,42.51,98.0,56.38
CAND_0023186,30.0,77.09,98.0,82.32
CAND_0023187,14.0,45.72,100.0,59.29
CAND_0023188,46.0,55.1,86.0,62.83
CAND_0023189,14.0,75.25,100.0,81.44
CAND_0023190,0.0,38.48,93.0,52.11
CAND_0023191,30.0,83.83,100.0,87.87
CAND_0023192,26.0,51.33,94.0,62.0
CAND_0023193,10.0,69.85,90.0,74.89
CAND_0023194,46.0,75.05,91.0,79.04
CAND_0023195,10.0,49.09,87.0,58.57
CAND_0023196,30.0,42.83,100.0,57.12
CAND_0023197,30.0,64.7,85.0,69.78
CAND_0023198,26.0,46.7,94.0,58.53
CAND_0023199,26.0,38.85,97.0,53.39
CAND_0023200,98.0,49.8,79.0,57.1
CAND_0023201,10.0,74.83,97.0,80.37
CAND_0023202,0.0,41.81,93.0,54.61
CAND_0023203,14.0,40.78,96.0,54.59
CAND_0023204,22.0,45.35,100.0,59.01
CAND_0023205,22.0,50.52,95.0,61.64
CAND_0023206,26.0,57.16,94.0,66.37
CAND_0023207,30.0,55.06,78.0,60.8
CAND_0023208,22.0,41.11,100.0,55.83
CAND_0023209,22.0,26.1,86.0,41.08
CAND_0023210,10.0,45.79,97.0,58.59
CAND_0023211,10.0,63.02,87.0,69.02
CAND_0023212,46.0,44.75,93.0,56.81
CAND_0023213,22.0,39.21,100.0,54.41
CAND_0023214,34.0,48.57,81.0,56.68
CAND_0023215,98.0,88.09,92.0,89.07
CAND_0023216,86.0,48.8,88.0,58.6
CAND_0023217,60.0,57.36,100.0,68.02
CAND_0023218,30.0,57.83,90.0,65.87
CAND_0023219,46.0,71.89,82.0,74.42
CAND_0023220,72.0,49.0,94.0,60.25
CAND_0023221,30.0,45.45,78.0,53.59
CAND_0023222,46.0,81.64,97.0,85.48
CAND_0023223,22.0,48.9,94.0,60.17
CAND_0023224,10.0,51.83,88.0,60.87
CAND_0023225,30.0,66.02,100.0,74.52
CAND_0023226,10.0,48.83,100.0,61.62
CAND_0023227,30.0,55.0,82.0,61.75
CAND_0023228,18.0,80.69,81.0,80.77
CAND_0023229,72.0,41.48,91.0,53.86
CAND_0023230,30.0,80.4,100.0,85.3
CAND_0023231,26.0,50.4,100.0,62.8
CAND_0023232,10.0,69.02,94.0,75.27
CAND_0023233,30.0,37.3,100.0,52.97
CAND_0023234,22.0,40.04,81.0,50.28
CAND_0023235,10.0,47.28,79.0,55.21
CAND_0023236,10.0,65.96,97.0,73.72
CAND_0023237,98.0,24.44,97.0,42.58
CAND_0023238,26.0,44.83,91.0,56.37
CAND_0023239,100.0,50.34,95.0,61.51
CAND_0023240,72.0,46.05,84.0,55.54
CAND_0023241,26.0,63.23,94.0,70.92
CAND_0023242,18.0,52.57,82.0,59.93
CAND_0023243,10.0,39.04,98.0,53.78
CAND_0023244,30.0,48.27,99.0,60.95
CAND_0023245,98.0,39.14,89.0,51.61
CAND_0023246,84.0,51.51,100.0,63.63
CAND_0023247,22.0,50.23,95.0,61.42
CAND_0023248,0.0,50.7,84.0,59.03
CAND_0023249,18.0,46.58,87.0,56.69
CAND_0023250,22.0,82.58,92.0,84.94
CAND_0023251,56.0,43.94,81.0,53.2
CAND_0023252,10.0,55.27,100.0,66.45
CAND_0023253,30.0,65.27,91.0,71.7
CAND_0023254,22.0,42.53,100.0,56.9
CAND_0023255,10.0,64.74,91.0,71.3
CAND_0023256,30.0,74.96,85.0,77.47
CAND_0023257,10.0,46.37,99.0,59.53
CAND_0023258,26.0,36.89,84.0,48.67
CAND_0023259,56.0,43.61,91.0,55.46
CAND_0023260,72.0,60.75,100.0,70.56
CAND_0023261,26.0,43.39,87.0,54.29
CAND_0023262,0.0,45.18,85.0,55.13
CAND_0023263,10.0,42.9,100.0,57.17
CAND_0023264,60.0,60.35,89.0,67.51
CAND_0023265,14.0,56.11,94.0,65.58
CAND_0023266,30.0,39.7,91.0,52.53
CAND_0023267,46.0,51.67,77.0,58.0
CAND_0023268,26.0,63.34,94.0,71.0
CAND_0023269,46.0,35.64,96.0,50.73
CAND_0023270,26.0,41.33,100.0,56.0
CAND_0023271,30.0,85.02,100.0,88.77
CAND_0023272,30.0,58.19,100.0,68.64
CAND_0023273,10.0,34.81,96.0,50.11
CAND_0023274,10.0,39.82,80.0,49.87
CAND_0023275,0.0,38.91,91.0,51.93
CAND_0023276,10.0,46.85,93.0,58.39
CAND_0023277,56.0,34.59,95.0,49.69
CAND_0023278,10.0,43.39,83.0,53.29
CAND_0023279,22.0,41.62,100.0,56.21
CAND_0023280,10.0,64.39,93.0,71.54
CAND_0023281,72.0,68.44,100.0,76.33
CAND_0023282,0.0,29.75,95.0,46.06
CAND_0023283,0.0,65.27,90.0,71.45
CAND_0023284,72.0,35.2,94.0,49.9
CAND_0023285,10.0,43.36,97.0,56.77
CAND_0023286,18.0,51.91,100.0,63.93
CAND_0023287,30.0,58.29,95.0,67.47
CAND_0023288,10.0,40.83,100.0,55.62
CAND_0023289,10.0,53.35,93.0,63.26
CAND_0023290,60.0,46.16,78.0,54.12
CAND_0023291,30.0,39.41,80.0,49.56
CAND_0023292,10.0,38.61,80.0,48.96
CAND_0023293,22.0,37.58,85.0,49.44
CAND_0023294,10.0,62.72,91.0,69.79
CAND_0023295,0.0,26.4,100.0,44.8
CAND_0023296,46.0,40.53,97.0,54.65
CAND_0023297,22.0,55.16,89.0,63.62
CAND_0023298,0.0,65.81,91.0,72.11
CAND_0023299,22.0,35.48,93.0,49.86
CAND_0023300,30.0,43.97,100.0,57.98
CAND_0023301,46.0,48.12,91.0,58.84
CAND_0023302,30.0,64.48,97.0,72.61
CAND_0023303,14.0,34.76,100.0,51.07
CAND_0023304,46.0,56.26,100.0,67.19
CAND_0023305,26.0,47.24,90.0,57.93
CAND_0023306,72.0,47.98,77.0,55.23
CAND_0023307,72.0,54.28,90.0,63.21
CAND_0023308,22.0,45.43,95.0,57.82
CAND_0023309,10.0,57.75,100.0,68.31
CAND_0023310,42.0,74.35,100.0,80.76
CAND_0023311,0.0,50.16,95.0,61.37
CAND_0023312,44.0,50.87,100.0,63.15
CAND_0023313,0.0,35.99,91.0,49.74
CAND_0023314,86.0,66.19,98.0,74.14
CAND_0023315,46.0,60.62,87.0,67.22
CAND_0023316,10.0,51.9,100.0,63.92
CAND_0023317,18.0,57.86,100.0,68.39
CAND_0023318,10.0,53.01,100.0,64.76
CAND_0023319,30.0,43.24,100.0,57.43
CAND_0023320,0.0,31.92,100.0,48.94
CAND_0023321,26.0,39.09,93.0,52.57
CAND_0023322,26.0,53.89,94.0,63.92
CAND_0023323,30.0,49.66,97.0,61.49
CAND_0023324,22.0,41.15,79.0,50.61
CAND_0023325,30.0,59.92,87.0,66.69
CAND_0023326,46.0,55.25,86.0,62.94
CAND_0023327,10.0,80.26,92.0,83.2
CAND_0023328,10.0,51.71,87.0,60.53
CAND_0023329,30.0,42.22,100.0,56.66
CAND_0023330,10.0,29.49,89.0,44.37
CAND_0023331,100.0,49.96,89.0,59.72
CAND_0023332,98.0,55.63,95.0,65.47
CAND_0023333,30.0,45.45,91.0,56.84
CAND_0023334,26.0,32.93,78.0,44.2
CAND_0023335,46.0,58.01,85.0,64.76
CAND_0023336,30.0,50.74,89.0,60.3
CAND_0023337,0.0,55.18,90.0,63.88
CAND_0023338,10.0,45.13,100.0,58.85
CAND_0023339,26.0,62.9,94.0,70.67
CAND_0023340,0.0,47.45,79.0,55.34
CAND_0023341,26.0,63.05,93.0,70.54
CAND_0023342,10.0,71.39,81.0,73.79
CAND_0023343,38.0,30.38,95.0,46.53
CAND_0023344,0.0,48.07,83.0,56.8
CAND_0023345,18.0,81.1,100.0,85.82
CAND_0023346,26.0,39.35,80.0,49.51
CAND_0023347,14.0,44.1,100.0,58.08
CAND_0023348,22.0,36.99,88.0,49.74
CAND_0023349,0.0,36.47,90.0,49.85
CAND_0023350,30.0,46.6,97.0,59.2
CAND_0023351,14.0,39.59,100.0,54.69
CAND_0023352,30.0,35.12,93.0,49.59
CAND_0023353,10.0,35.21,81.0,46.66
CAND_0023354,10.0,34.82,100.0,51.12
CAND_0023355,18.0,49.8,93.0,60.6
CAND_0023356,10.0,54.96,96.0,65.22
CAND_0023357,0.0,44.48,97.0,57.61
CAND_0023358,10.0,37.5,99.0,52.88
CAND_0023359,60.0,44.33,100.0,58.25
CAND_0023360,38.0,38.09,100.0,53.57
CAND_0023361,46.0,54.51,93.0,64.13
CAND_0023362,26.0,43.83,80.0,52.87
CAND_0023363,10.0,34.53,96.0,49.9
CAND_0023364,26.0,43.35,93.0,55.76
CAND_0023365,10.0,40.5,78.0,49.88
CAND_0023366,72.0,74.7,97.0,80.28
CAND_0023367,0.0,55.21,94.0,64.91
CAND_0023368,72.0,60.41,87.0,67.06
CAND_0023369,0.0,47.46,83.0,56.34
CAND_0023370,26.0,46.51,100.0,59.88
CAND_0023371,26.0,34.17,79.0,45.38
CAND_0023372,22.0,45.71,92.0,57.28
CAND_0023373,10.0,69.31,100.0,76.98
CAND_0023374,30.0,65.89,84.0,70.42
CAND_0023375,14.0,67.05,90.0,72.79
CAND_0023376,56.0,42.98,99.0,56.98
CAND_0023377,42.0,33.1,100.0,49.83
CAND_0023378,30.0,47.06,100.0,60.3
CAND_0023379,10.0,54.75,100.0,66.06
CAND_0023380,42.0,60.16,79.0,64.87
CAND_0023381,10.0,42.28,100.0,56.71
CAND_0023382,0.0,51.66,89.0,60.99
CAND_0023383,72.0,42.8,98.0,56.6
CAND_0023384,26.0,47.03,98.0,59.77
CAND_0023385,38.0,37.89,100.0,53.42
CAND_0023386,30.0,41.53,100.0,56.15
CAND_0023387,46.0,87.89,100.0,90.92
CAND_0023388,10.0,46.24,100.0,59.68
CAND_0023389,10.0,62.44,75.0,65.58
CAND_0023390,22.0,63.73,91.0,70.55
CAND_0023391,46.0,66.71,100.0,75.03
CAND_0023392,46.0,36.43,81.0,47.57
CAND_0023393,10.0,64.71,99.0,73.28
CAND_0023394,30.0,41.28,97.0,55.21
CAND_0023395,30.0,57.63,95.0,66.97
CAND_0023396,46.0,76.57,95.0,81.18
CAND_0023397,0.0,40.78,90.0,53.09
CAND_0023398,0.0,41.98,90.0,53.98
CAND_0023399,0.0,37.1,89.0,50.08
CAND_0023400,30.0,61.62,79.0,65.97
CAND_0023401,30.0,71.13,91.0,76.1
CAND_0023402,38.0,51.41,92.0,61.56
CAND_0023403,30.0,87.38,93.0,88.78
CAND_0023404,46.0,80.67,91.0,83.25
CAND_0023405,30.0,47.03,94.0,58.77
CAND_0023406,10.0,54.46,100.0,65.84
CAND_0023407,22.0,43.99,87.0,54.74
CAND_0023408,22.0,61.93,98.0,70.95
CAND_0023409,22.0,38.58,78.0,48.44
CAND_0023410,0.0,45.82,91.0,57.12
CAND_0023411,30.0,81.12,99.0,85.59
CAND_0023412,10.0,32.92,82.0,45.19
CAND_0023413,10.0,46.05,98.0,59.04
CAND_0023414,26.0,46.85,100.0,60.14
CAND_0023415,10.0,34.14,91.0,48.36
CAND_0023416,72.0,49.04,100.0,61.78
CAND_0023417,30.0,68.41,87.0,73.06
CAND_0023418,46.0,68.52,93.0,74.64
CAND_0023419,0.0,44.71,100.0,58.53
CAND_0023420,100.0,43.39,100.0,57.54
CAND_0023421,30.0,38.3,95.0,52.47
CAND_0023422,38.0,63.39,96.0,71.54
CAND_0023423,72.0,77.26,99.0,82.7
CAND_0023424,10.0,38.53,96.0,52.9
CAND_0023425,10.0,60.82,90.0,68.12
CAND_0023426,10.0,38.04,93.0,51.78
CAND_0023427,10.0,47.2,93.0,58.65
CAND_0023428,0.0,64.32,93.0,71.49
CAND_0023429,10.0,50.4,92.0,60.8
CAND_0023430,30.0,45.85,89.0,56.64
CAND_0023431,22.0,52.82,89.0,61.87
CAND_0023432,100.0,47.34,95.0,59.26
CAND_0023433,22.0,25.82,87.0,41.12
CAND_0023434,26.0,62.53,93.0,70.15
CAND_0023435,10.0,76.76,93.0,80.82
CAND_0023436,26.0,39.21,97.0,53.66
CAND_0023437,84.0,40.52,94.0,53.89
CAND_0023438,46.0,59.65,97.0,68.99
CAND_0023439,10.0,53.25,93.0,63.19
CAND_0023440,38.0,63.67,100.0,72.75
CAND_0023441,56.0,48.23,95.0,59.92
CAND_0023442,10.0,60.14,97.0,69.36
CAND_0023443,10.0,45.45,90.0,56.59
CAND_0023444,100.0,49.69,93.0,60.52
CAND_0023445,10.0,69.01,76.0,70.76
CAND_0023446,0.0,61.21,95.0,69.66
CAND_0023447,0.0,76.39,95.0,81.04
CAND_0023448,46.0,87.24,93.0,88.68
CAND_0023449,10.0,59.59,81.0,64.94
CAND_0023450,10.0,42.34,90.0,54.26
CAND_0023451,34.0,62.47,82.0,67.35
CAND_0023452,46.0,74.53,100.0,80.9
CAND_0023453,10.0,50.39,81.0,58.04
CAND_0023454,14.0,40.98,99.0,55.48
CAND_0023455,22.0,44.29,82.0,53.72
CAND_0023456,0.0,70.73,81.0,73.3
CAND_0023457,14.0,41.3,100.0,55.97
CAND_0023458,34.0,87.25,93.0,88.69
CAND_0023459,10.0,65.97,100.0,74.48
CAND_0023460,18.0,46.42,95.0,58.56
CAND_0023461,30.0,47.68,91.0,58.51
CAND_0023462,30.0,39.5,94.0,53.12
CAND_0023463,10.0,49.23,95.0,60.67
CAND_0023464,10.0,72.87,87.0,76.4
CAND_0023465,26.0,38.36,84.0,49.77
CAND_0023466,0.0,37.0,100.0,52.75
CAND_0023467,30.0,32.11,90.0,46.58
CAND_0023468,46.0,43.26,100.0,57.45
CAND_0023469,22.0,61.38,82.0,66.53
CAND_0023470,72.0,45.34,85.0,55.26
CAND_0023471,56.0,71.68,88.0,75.76
CAND_0023472,30.0,52.88,76.0,58.66
CAND_0023473,46.0,60.85,92.0,68.64
CAND_0023474,10.0,68.72,95.0,75.29
CAND_0023475,10.0,43.06,90.0,54.8
CAND_0023476,26.0,58.02,100.0,68.52
CAND_0023477,10.0,50.55,96.0,61.91
CAND_0023478,98.0,49.54,98.0,61.66
CAND_0023479,0.0,45.74,100.0,59.3
CAND_0023480,30.0,83.59,89.0,84.94
CAND_0023481,30.0,30.79,98.0,47.59
CAND_0023482,10.0,66.37,90.0,72.28
CAND_0023483,30.0,38.15,85.0,49.86
CAND_0023484,26.0,45.78,96.0,58.34
CAND_0023485,10.0,36.07,87.0,48.8
CAND_0023486,10.0,70.75,99.0,77.81
CAND_0023487,10.0,54.63,100.0,65.97
CAND_0023488,0.0,36.7,94.0,51.03
CAND_0023489,0.0,62.06,83.0,67.3
CAND_0023490,72.0,84.35,83.0,84.01
CAND_0023491,10.0,43.61,90.0,55.21
CAND_0023492,10.0,32.51,93.0,47.63
CAND_0023493,10.0,43.45,84.0,53.59
CAND_0023494,30.0,45.78,97.0,58.59
CAND_0023495,38.0,45.62,98.0,58.71
CAND_0023496,46.0,50.01,86.0,59.01
CAND_0023497,10.0,75.0,100.0,81.25
CAND_0023498,30.0,53.34,92.0,63.01
CAND_0023499,22.0,45.33,97.0,58.25
CAND_0023500,42.0,46.8,99.0,59.85
CAND_0023501,30.0,58.76,95.0,67.82
CAND_0023502,30.0,31.83,84.0,44.87
CAND_0023503,18.0,67.65,85.0,71.99
CAND_0023504,22.0,49.24,100.0,61.93
CAND_0023505,18.0,65.15,99.0,73.61
CAND_0023506,0.0,65.1,92.0,71.82
CAND_0023507,0.0,51.21,90.0,60.91
CAND_0023508,0.0,31.17,91.0,46.13
CAND_0023509,36.0,61.1,87.0,67.58
CAND_0023510,26.0,52.09,100.0,64.07
CAND_0023511,22.0,34.99,99.0,50.99
CAND_0023512,30.0,51.52,90.0,61.14
CAND_0023513,0.0,60.15,95.0,68.86
CAND_0023514,42.0,30.34,95.0,46.5
CAND_0023515,100.0,47.54,98.0,60.16
CAND_0023516,0.0,62.25,94.0,70.19
CAND_0023517,30.0,61.43,100.0,71.07
CAND_0023518,0.0,40.23,95.0,53.92
CAND_0023519,22.0,40.26,100.0,55.2
CAND_0023520,22.0,50.74,94.0,61.55
CAND_0023521,14.0,71.65,96.0,77.74
CAND_0023522,30.0,61.06,100.0,70.8
CAND_0023523,30.0,52.58,94.0,62.94
CAND_0023524,100.0,51.53,90.0,61.15
CAND_0023525,38.0,66.73,100.0,75.05
CAND_0023526,72.0,48.83,93.0,59.87
CAND_0023527,10.0,38.21,97.0,52.91
CAND_0023528,10.0,68.39,99.0,76.04
CAND_0023529,10.0,79.35,92.0,82.51
CAND_0023530,30.0,74.46,86.0,77.34
CAND_0023531,10.0,46.37,95.0,58.53
CAND_0023532,38.0,59.12,100.0,69.34
CAND_0023533,30.0,43.4,84.0,53.55
CAND_0023534,30.0,46.11,100.0,59.58
CAND_0023535,30.0,79.81,94.0,83.36
CAND_0023536,22.0,34.5,89.0,48.12
CAND_0023537,10.0,62.71,92.0,70.03
CAND_0023538,30.0,54.17,100.0,65.63
CAND_0023539,100.0,36.52,100.0,52.39
CAND_0023540,30.0,45.06,94.0,57.3
CAND_0023541,98.0,80.23,93.0,83.42
CAND_0023542,10.0,41.27,95.0,54.7
CAND_0023543,72.0,31.41,87.0,45.31
CAND_0023544,84.0,50.83,100.0,63.12
CAND_0023545,98.0,43.3,93.0,55.72
CAND_0023546,26.0,52.56,96.0,63.42
CAND_0023547,0.0,52.32,98.0,63.74
CAND_0023548,10.0,41.11,95.0,54.58
CAND_0023549,22.0,30.43,100.0,47.82
CAND_0023550,10.0,51.2,94.0,61.9
CAND_0023551,0.0,41.83,100.0,56.37
CAND_0023552,10.0,41.29,93.0,54.22
CAND_0023553,26.0,49.34,98.0,61.51
CAND_0023554,46.0,50.31,83.0,58.48
CAND_0023555,10.0,39.02,85.0,50.52
CAND_0023556,30.0,46.13,100.0,59.6
CAND_0023557,30.0,42.26,86.0,53.2
CAND_0023558,26.0,49.74,100.0,62.3
CAND_0023559,60.0,52.1,93.0,62.33
CAND_0023560,10.0,73.41,100.0,80.06
CAND_0023561,30.0,47.06,98.0,59.8
CAND_0023562,30.0,53.4,97.0,64.3
CAND_0023563,46.0,71.59,92.0,76.69
CAND_0023564,30.0,36.82,99.0,52.37
CAND_0023565,30.0,53.63,84.0,61.22
CAND_0023566,10.0,30.18,91.0,45.38
CAND_0023567,26.0,60.99,92.0,68.74
CAND_0023568,26.0,50.57,95.0,61.68
CAND_0023569,14.0,33.66,100.0,50.24
CAND_0023570,30.0,44.31,94.0,56.73
CAND_0023571,10.0,49.8,93.0,60.6
CAND_0023572,22.0,53.27,91.0,62.7
CAND_0023573,30.0,58.37,94.0,67.28
CAND_0023574,22.0,51.71,94.0,62.28
CAND_0023575,22.0,48.93,100.0,61.7
CAND_0023576,0.0,81.23,96.0,84.92
CAND_0023577,56.0,35.43,98.0,51.07
CAND_0023578,30.0,38.66,100.0,53.99
CAND_0023579,42.0,35.16,81.0,46.62
CAND_0023580,10.0,40.37,93.0,53.53
CAND_0023581,10.0,38.38,78.0,48.29
CAND_0023582,30.0,50.48,100.0,62.86
CAND_0023583,98.0,65.11,97.0,73.08
CAND_0023584,30.0,78.03,96.0,82.52
CAND_0023585,0.0,43.07,91.0,55.05
CAND_0023586,46.0,74.18,88.0,77.64
CAND_0023587,98.0,91.94,87.0,90.7
CAND_0023588,26.0,40.45,100.0,55.34
CAND_0023589,30.0,48.31,83.0,56.98
CAND_0023590,10.0,37.52,91.0,50.89
CAND_0023591,60.0,45.92,100.0,59.44
CAND_0023592,46.0,63.83,100.0,72.87
CAND_0023593,14.0,47.12,91.0,58.09
CAND_0023594,10.0,34.7,99.0,50.78
CAND_0023595,22.0,49.82,100.0,62.37
CAND_0023596,22.0,23.94,79.0,37.7
CAND_0023597,14.0,33.59,92.0,48.19
CAND_0023598,46.0,64.02,100.0,73.02
CAND_0023599,30.0,82.0,82.0,82.0
CAND_0023600,10.0,66.51,84.0,70.88
CAND_0023601,30.0,65.03,95.0,72.52
CAND_0023602,30.0,39.81,89.0,52.11
CAND_0023603,26.0,43.01,98.0,56.76
CAND_0023604,30.0,70.83,93.0,76.37
CAND_0023605,26.0,67.01,98.0,74.76
CAND_0023606,10.0,62.28,85.0,67.96
CAND_0023607,0.0,47.57,93.0,58.93
CAND_0023608,56.0,52.01,97.0,63.26
CAND_0023609,0.0,40.77,91.0,53.33
CAND_0023610,44.0,77.71,100.0,83.28
CAND_0023611,30.0,56.83,82.0,63.12
CAND_0023612,30.0,35.89,100.0,51.92
CAND_0023613,30.0,49.95,84.0,58.46
CAND_0023614,46.0,58.25,79.0,63.44
CAND_0023615,0.0,63.56,100.0,72.67
CAND_0023616,38.0,41.22,78.0,50.41
CAND_0023617,46.0,55.93,100.0,66.95
CAND_0023618,10.0,69.4,75.0,70.8
CAND_0023619,22.0,45.87,96.0,58.4
CAND_0023620,10.0,39.77,100.0,54.83
CAND_0023621,26.0,60.6,100.0,70.45
CAND_0023622,26.0,38.15,81.0,48.86
CAND_0023623,10.0,41.67,90.0,53.75
CAND_0023624,50.0,53.9,97.0,64.67
